Seed 1656949570
ARCH 2|F_ID 1|LIMIT 7
before: 
115(1)
Melhor resultado nxn: Erb-reception, 469, 16, 16, 2379, 1, 6, 2054023, 88251.08, 0, 0.00, 1: 331; 2: 380; 3: 272; 4: 80; 5: 22; 6: 7; 
Erb-reception, 950, 15, 17, 2432, 1, 5, 2070833, 88251.08, 0, 0.00, 1: 297; 2: 404; 3: 261; 4: 106; 5: 24; 
Erb-reception, 204, 14, 18, 2359, 1, 6, 2023441, 88251.08, 51, 0.00, 1: 327; 2: 415; 3: 232; 4: 86; 5: 30; 6: 2; 
Erb-reception, 548, 15, 17, 2367, 1, 6, 2070888, 88251.08, 137, 0.00, 1: 310; 2: 441; 3: 225; 4: 87; 5: 22; 6: 7; 
Erb-reception, 175, 17, 15, 2372, 1, 6, 2070866, 88251.08, 0, 0.00, 1: 331; 2: 397; 3: 251; 4: 78; 5: 28; 6: 7; 
Erb-reception, 692, 14, 18, 2372, 1, 6, 2023381, 88251.08, 173, 0.00, 1: 327; 2: 406; 3: 239; 4: 89; 5: 26; 6: 5; 
Erb-reception, 482, 17, 15, 2374, 1, 6, 2070764, 88251.08, 0, 0.00, 1: 321; 2: 409; 3: 244; 4: 89; 5: 27; 6: 2; 
Erb-reception, 582, 18, 14, 2375, 1, 6, 2023395, 88251.08, 0, 0.00, 1: 325; 2: 408; 3: 242; 4: 82; 5: 30; 6: 5; 
Erb-reception, 463, 17, 15, 2376, 1, 6, 2070784, 88251.08, 0, 0.00, 1: 316; 2: 406; 3: 258; 4: 90; 5: 18; 6: 4; 
Erb-reception, 685, 17, 15, 2376, 1, 6, 2070736, 88251.08, 0, 0.00, 1: 322; 2: 414; 3: 230; 4: 99; 5: 22; 6: 5; 
Erb-reception, 724, 13, 20, 2377, 1, 6, 2082640, 88251.08, 181, 0.00, 1: 322; 2: 413; 3: 242; 4: 79; 5: 29; 6: 7; 
Erb-reception, 317, 14, 18, 2377, 1, 6, 2023421, 88251.08, 0, 0.00, 1: 319; 2: 418; 3: 235; 4: 91; 5: 21; 6: 8; 
Erb-reception, 469, 16, 16, 2379, 1, 6, 2054023, 88251.08, 0, 0.00, 1: 331; 2: 380; 3: 272; 4: 80; 5: 22; 6: 7; 
Erb-reception, 845, 15, 17, 2379, 1, 6, 2070802, 88251.08, 0, 0.00, 1: 314; 2: 417; 3: 244; 4: 89; 5: 25; 6: 3; 
Erb-reception, 723, 14, 18, 2380, 1, 6, 2023454, 88251.08, 0, 0.00, 1: 306; 2: 430; 3: 238; 4: 93; 5: 22; 6: 3; 
