Seed 1656949570
ARCH 2|F_ID 0|LIMIT 6
before: 
3
5(1)
signal_transduction_in_fibroblasts, 161, 11, 13, 1070, 1, 6, 1146376, 49897.42, 0, 0.00, 1: 228; 2: 179; 3: 92; 4: 31; 5: 12; 6: 4; 
signal_transduction_in_fibroblasts, 848, 13, 11, 1070, 1, 6, 1146504, 49897.42, 27, 0.00, 1: 237; 2: 175; 3: 82; 4: 32; 5: 11; 6: 9; 
signal_transduction_in_fibroblasts, 663, 10, 14, 1070, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 228; 2: 180; 3: 90; 4: 32; 5: 12; 6: 4; 
signal_transduction_in_fibroblasts, 701,  9, 16, 1071, 1, 6, 1152058, 49897.42, 0, 0.00, 1: 231; 2: 185; 3: 79; 4: 29; 5: 15; 6: 7; 
signal_transduction_in_fibroblasts, 766, 10, 15, 1071, 1, 6, 1200281, 49897.42, 0, 0.00, 1: 229; 2: 178; 3: 87; 4: 37; 5: 13; 6: 2; 
signal_transduction_in_fibroblasts, 134, 10, 15, 1073, 1, 6, 1200591, 49897.42, 0, 0.00, 1: 229; 2: 180; 3: 81; 4: 43; 5: 9; 6: 4; 
signal_transduction_in_fibroblasts, 435, 13, 11, 1073, 1, 6, 1146646, 49897.42, 0, 0.00, 1: 234; 2: 171; 3: 94; 4: 27; 5: 13; 6: 7; 
signal_transduction_in_fibroblasts, 390, 10, 15, 1073, 1, 6, 1201007, 49897.42, 0, 0.00, 1: 230; 2: 179; 3: 84; 4: 37; 5: 11; 6: 5; 
signal_transduction_in_fibroblasts, 981,  9, 17, 1073, 1, 6, 1222869, 49897.42, 0, 0.00, 1: 237; 2: 173; 3: 85; 4: 26; 5: 19; 6: 6; 
signal_transduction_in_fibroblasts, 856, 12, 12, 1073, 1, 6, 1152197, 49897.42, 27, 0.00, 1: 222; 2: 193; 3: 79; 4: 35; 5: 14; 6: 3; 
signal_transduction_in_fibroblasts,  71, 10, 15, 1073, 1, 6, 1200922, 49897.42, 0, 0.00, 1: 227; 2: 181; 3: 90; 4: 29; 5: 16; 6: 3; 
signal_transduction_in_fibroblasts, 564, 12, 12, 1073, 1, 6, 1152239, 49897.42, 113, 0.00, 1: 238; 2: 177; 3: 71; 4: 41; 5: 10; 6: 9; 
signal_transduction_in_fibroblasts, 150, 10, 14, 1074, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 232; 2: 170; 3: 95; 4: 32; 5: 13; 6: 4; 
signal_transduction_in_fibroblasts,  63, 12, 12, 1074, 1, 6, 1152142, 49897.42, 0, 0.00, 1: 238; 2: 173; 3: 81; 4: 31; 5: 15; 6: 8; 
signal_transduction_in_fibroblasts, 147,  9, 16, 1074, 1, 6, 1152109, 49897.42, 0, 0.00, 1: 236; 2: 170; 3: 87; 4: 35; 5: 11; 6: 7; 
signal_transduction_in_fibroblasts, 226,  9, 17, 1074, 1, 6, 1223060, 49897.42, 0, 0.00, 1: 241; 2: 158; 3: 96; 4: 30; 5: 17; 6: 4; 
signal_transduction_in_fibroblasts, 738,  9, 17, 1075, 1, 6, 1223348, 49897.42, 0, 0.00, 1: 238; 2: 169; 3: 85; 4: 32; 5: 16; 6: 6; 
signal_transduction_in_fibroblasts,  85, 12, 12, 1075, 1, 6, 1152116, 49897.42, 0, 0.00, 1: 226; 2: 178; 3: 90; 4: 39; 5: 11; 6: 2; 
signal_transduction_in_fibroblasts, 488,  9, 16, 1075, 1, 6, 1151951, 49897.42, 16, 0.00, 1: 224; 2: 179; 3: 92; 4: 40; 5: 9; 6: 2; 
signal_transduction_in_fibroblasts, 214, 11, 13, 1075, 1, 6, 1146559, 49897.42, 0, 0.00, 1: 226; 2: 180; 3: 92; 4: 30; 5: 15; 6: 3; 
signal_transduction_in_fibroblasts, 895, 14, 10, 1075, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 236; 2: 170; 3: 86; 4: 35; 5: 13; 6: 6; 
