Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
53(1)
Melhor resultado nxn: Yeast_Apoptosis, 789,  9,  9,  192, 1, 4, 638997, 13531.98, 85, 0.00, 1: 54; 2: 37; 3: 20; 4: 1; 
Yeast_Apoptosis, 100,  7, 11,  201, 1, 3, 613070, 13531.98, 0, 0.00, 1: 47; 2: 41; 3: 24; 
Yeast_Apoptosis,  21, 10,  8,  188, 1, 4, 633955, 13531.98, 85, 0.00, 1: 55; 2: 42; 3: 11; 4: 4; 
Yeast_Apoptosis, 931, 10,  8,  191, 1, 4, 634145, 13531.98, 0, 0.00, 1: 54; 2: 40; 3: 15; 4: 3; 
Yeast_Apoptosis, 394, 10,  8,  191, 1, 4, 634108, 13531.98, 0, 0.00, 1: 54; 2: 40; 3: 15; 4: 3; 
Yeast_Apoptosis, 257,  7, 12,  191, 1, 4, 658710, 13531.98, 40, 0.00, 1: 55; 2: 39; 3: 14; 4: 4; 
Yeast_Apoptosis, 789,  9,  9,  192, 1, 4, 638997, 13531.98, 85, 0.00, 1: 54; 2: 37; 3: 20; 4: 1; 
Yeast_Apoptosis, 759, 11,  7,  192, 1, 4, 613174, 13531.98, 0, 0.00, 1: 52; 2: 43; 3: 14; 4: 3; 
Yeast_Apoptosis, 265,  9,  9,  192, 1, 4, 639219, 13531.98, 40, 0.00, 1: 55; 2: 37; 3: 17; 4: 3; 
Yeast_Apoptosis, 455, 10,  8,  192, 1, 4, 634126, 13531.98, 0, 0.00, 1: 54; 2: 39; 3: 16; 4: 3; 
Yeast_Apoptosis, 239, 10,  8,  192, 1, 4, 634066, 13531.98, 65, 0.00, 1: 52; 2: 44; 3: 12; 4: 4; 
Yeast_Apoptosis, 610, 10,  8,  192, 1, 4, 634094, 13531.98, 0, 0.00, 1: 52; 2: 44; 3: 12; 4: 4; 
Yeast_Apoptosis, 449,  8, 10,  193, 1, 4, 634142, 13531.98, 208, 0.00, 1: 56; 2: 34; 3: 19; 4: 3; 
Yeast_Apoptosis, 511,  9,  9,  193, 1, 4, 639156, 13531.98, 0, 0.00, 1: 49; 2: 48; 3: 12; 4: 3; 
Yeast_Apoptosis, 777,  8, 10,  193, 1, 4, 634122, 13531.98, 175, 0.00, 1: 55; 2: 38; 3: 14; 4: 5; 
Yeast_Apoptosis, 311,  9,  9,  193, 1, 4, 638952, 13531.98, 0, 0.00, 1: 56; 2: 37; 3: 13; 4: 6; 
Yeast_Apoptosis, 410,  7, 12,  193, 1, 4, 658659, 13531.98, 81, 0.00, 1: 54; 2: 39; 3: 15; 4: 4; 
Yeast_Apoptosis, 589,  8, 10,  193, 1, 4, 634174, 13531.98, 85, 0.00, 1: 53; 2: 39; 3: 18; 4: 2; 
Yeast_Apoptosis, 352,  6, 14,  193, 1, 4, 658710, 13531.98, 12, 0.00, 1: 56; 2: 37; 3: 13; 4: 6; 
Yeast_Apoptosis,  23,  9,  9,  193, 1, 4, 639205, 13531.98, 0, 0.00, 1: 57; 2: 32; 3: 20; 4: 3; 
Yeast_Apoptosis, 460, 11,  7,  193, 1, 4, 613216, 13531.98, 102, 0.00, 1: 56; 2: 35; 3: 17; 4: 4; 
Yeast_Apoptosis, 608,  7, 12,  193, 1, 4, 658847, 13531.98, 7, 0.00, 1: 53; 2: 42; 3: 12; 4: 5; 
Yeast_Apoptosis, 598,  7, 12,  193, 1, 4, 658730, 13531.98, 0, 0.00, 1: 51; 2: 45; 3: 12; 4: 4; 
Yeast_Apoptosis, 945,  8, 10,  194, 1, 4, 634000, 13531.98, 0, 0.00, 1: 50; 2: 43; 3: 18; 4: 1; 
Yeast_Apoptosis, 131,  8, 10,  194, 1, 4, 634090, 13531.98, 238, 0.00, 1: 50; 2: 44; 3: 16; 4: 2; 
Yeast_Apoptosis, 507,  8, 10,  194, 1, 4, 634078, 13531.98, 0, 0.00, 1: 49; 2: 46; 3: 15; 4: 2; 
Yeast_Apoptosis, 596,  8, 10,  195, 1, 4, 634030, 13531.98, 102, 0.00, 1: 49; 2: 45; 3: 16; 4: 2; 
Yeast_Apoptosis,  43,  7, 12,  195, 1, 4, 658542, 13531.98, 70, 0.00, 1: 51; 2: 43; 3: 14; 4: 4; 
Yeast_Apoptosis, 911, 11,  7,  195, 1, 4, 613152, 13531.98, 0, 0.00, 1: 55; 2: 36; 3: 16; 4: 5; 
Yeast_Apoptosis, 377, 11,  7,  195, 1, 4, 613216, 13531.98, 0, 0.00, 1: 52; 2: 41; 3: 15; 4: 4; 
Yeast_Apoptosis, 441,  8, 10,  195, 1, 4, 634040, 13531.98, 0, 0.00, 1: 52; 2: 38; 3: 21; 4: 1; 
Yeast_Apoptosis, 807,  9,  9,  195, 1, 4, 639282, 13531.98, 0, 0.00, 1: 52; 2: 39; 3: 19; 4: 2; 
Yeast_Apoptosis, 661,  8, 10,  195, 1, 4, 633931, 13531.98, 85, 0.00, 1: 49; 2: 46; 3: 14; 4: 3; 
Yeast_Apoptosis,  26,  9,  9,  195, 1, 4, 639103, 13531.98, 81, 0.00, 1: 50; 2: 43; 3: 17; 4: 2; 
Yeast_Apoptosis, 386,  7, 11,  195, 1, 4, 613191, 13531.98, 0, 0.00, 1: 59; 2: 29; 3: 18; 4: 6; 
Yeast_Apoptosis, 392,  9,  9,  195, 1, 4, 639150, 13531.98, 0, 0.00, 1: 52; 2: 41; 3: 15; 4: 4; 
Yeast_Apoptosis, 798,  7, 11,  196, 1, 4, 613123, 13531.98, 0, 0.00, 1: 47; 2: 48; 3: 15; 4: 2; 
Yeast_Apoptosis, 876,  9,  9,  196, 1, 4, 639148, 13531.98, 67, 0.00, 1: 48; 2: 46; 3: 16; 4: 2; 
Yeast_Apoptosis,  62,  8, 10,  196, 1, 4, 634018, 13531.98, 0, 0.00, 1: 51; 2: 42; 3: 15; 4: 4; 
Yeast_Apoptosis, 605,  7, 11,  196, 1, 4, 613115, 13531.98, 85, 0.00, 1: 51; 2: 40; 3: 19; 4: 2; 
Yeast_Apoptosis, 831,  9,  9,  196, 1, 4, 639182, 13531.98, 0, 0.00, 1: 47; 2: 47; 3: 17; 4: 1; 
Yeast_Apoptosis, 600,  9,  9,  196, 1, 4, 639193, 13531.98, 72, 0.00, 1: 49; 2: 47; 3: 11; 4: 5; 
Yeast_Apoptosis, 414,  7, 11,  196, 1, 4, 613243, 13531.98, 0, 0.00, 1: 52; 2: 38; 3: 20; 4: 2; 
Yeast_Apoptosis, 273,  7, 12,  196, 1, 4, 658740, 13531.98, 40, 0.00, 1: 51; 2: 43; 3: 13; 4: 5; 
Yeast_Apoptosis,  87,  7, 11,  196, 1, 4, 613170, 13531.98, 0, 0.00, 1: 53; 2: 39; 3: 15; 4: 5; 
Yeast_Apoptosis, 205, 10,  8,  196, 1, 4, 634195, 13531.98, 85, 0.00, 1: 48; 2: 45; 3: 18; 4: 1; 
Yeast_Apoptosis, 555,  8, 10,  196, 1, 4, 633965, 13531.98, 77, 0.00, 1: 52; 2: 39; 3: 18; 4: 3; 
Yeast_Apoptosis,  27,  9,  9,  196, 1, 4, 639012, 13531.98, 239, 0.00, 1: 52; 2: 39; 3: 18; 4: 3; 
Yeast_Apoptosis,  14,  7, 11,  196, 1, 4, 613221, 13531.98, 0, 0.00, 1: 52; 2: 39; 3: 18; 4: 3; 
Yeast_Apoptosis,  18,  9,  9,  196, 1, 4, 639280, 13531.98, 81, 0.00, 1: 48; 2: 47; 3: 14; 4: 3; 
Yeast_Apoptosis, 222, 10,  8,  197, 1, 4, 633954, 13531.98, 0, 0.00, 1: 53; 2: 37; 3: 18; 4: 4; 
Yeast_Apoptosis,   4, 10,  8,  197, 1, 4, 634049, 13531.98, 176, 0.00, 1: 53; 2: 37; 3: 18; 4: 4; 
Yeast_Apoptosis,  77,  9,  9,  197, 1, 4, 639221, 13531.98, 85, 0.00, 1: 50; 2: 42; 3: 17; 4: 3; 
Yeast_Apoptosis, 888,  6, 13,  197, 1, 4, 619604, 13531.98, 0, 0.00, 1: 54; 2: 36; 3: 17; 4: 5; 
Yeast_Apoptosis, 672,  8, 10,  197, 1, 4, 634040, 13531.98, 6, 0.00, 1: 51; 2: 40; 3: 18; 4: 3; 
Yeast_Apoptosis, 623, 10,  8,  197, 1, 4, 634115, 13531.98, 0, 0.00, 1: 50; 2: 42; 3: 17; 4: 3; 
Yeast_Apoptosis,  30,  7, 11,  197, 1, 4, 613188, 13531.98, 0, 0.00, 1: 54; 2: 35; 3: 19; 4: 4; 
Yeast_Apoptosis,   6,  9,  9,  197, 1, 4, 639409, 13531.98, 0, 0.00, 1: 48; 2: 45; 3: 17; 4: 2; 
Yeast_Apoptosis, 590, 10,  8,  197, 1, 4, 634100, 13531.98, 0, 0.00, 1: 48; 2: 46; 3: 15; 4: 3; 
